,Tag Combination,Count
396,"('explicitly claimed health or lifestyle benefits_mapped_clean_Filling', 'explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'shapes mentioned_mapped_clean_Clusters', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
397,"('explicitly claimed health or lifestyle benefits_mapped_clean_Filling', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'shapes mentioned_mapped_clean_Spirals', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn')",1
398,"('explicitly claimed health or lifestyle benefits_mapped_clean_Filling', 'explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Lemon', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Clusters', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'types of snack does it describe_mapped_clean_Seeds', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
399,"('explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Nuts', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Nuts', 'types of snack does it describe_mapped_clean_Popcorn', 'types of snack does it describe_mapped_clean_Wholegrain', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
400,"('explicitly claimed health or lifestyle benefits_mapped_clean_Filling', 'explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_Product Mix', 'taste profile_mapped_clean_Cheesy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Crisps', 'types of snack does it describe_mapped_clean_Nuts', 'types of snack does it describe_mapped_clean_Popcorn', 'types of snack does it describe_mapped_clean_Pretzels', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Energy for exercise', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
401,"('explicitly claimed health or lifestyle benefits_mapped_clean_Filling', 'explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'shapes mentioned_mapped_clean_Round', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Crackers', 'types of snack does it describe_mapped_clean_Popcorn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
402,"('ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Fruit', 'ingredients mentioned in the flavor names_mapped_clean_Nuts', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_smooth', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat')",1
403,"('ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Fruit', 'ingredients mentioned in the flavor names_mapped_clean_Nuts', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Snack Mix, Trail Mix', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
404,"('explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Nuts', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_smooth', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat')",1
405,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Cheesy', 'textures described_mapped_clean_Crunchy', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
406,"('ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
407,"('cuisines of origin_mapped_clean_Mexican', 'ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Sticks', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
408,"('ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
409,"('explicitly claimed health or lifestyle benefits_mapped_clean_Filling', 'explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'ingredients mentioned in the flavor names_mapped_clean_Bacon', 'ingredients mentioned in the flavor names_mapped_clean_Beef', 'ingredients mentioned in the flavor names_mapped_clean_Pizza', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'shapes mentioned_mapped_clean_Flat', 'shapes mentioned_mapped_clean_Thins', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Smoky', 'taste profile_mapped_clean_Umami', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Jerky', 'types of snack does it describe_mapped_clean_Meat Based', 'types of snack does it describe_mapped_clean_Seeds', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
394,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Popped', 'taste profile_mapped_clean_Cheesy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_Soft', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
393,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'shapes mentioned_mapped_clean_Ridged', 'taste profile_mapped_clean_Cheesy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
392,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests')",1
383,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests')",1
377,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'shapes mentioned_mapped_clean_Bites', 'shapes mentioned_mapped_clean_Ridged', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_creamy', 'types of snack does it describe_mapped_clean_Pretzels', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
